Frequency	Gain
5900.00000	-32.45698
5905.00000	-31.99920
5910.00000	-31.44871
5915.00000	-30.78424
5920.00000	-29.99444
5925.00000	-29.03771
5930.00000	-27.88040
5935.00000	-26.48056
5940.00000	-24.77468
5945.00000	-22.68944
5950.00000	-20.22181
5955.00000	-17.93754
5960.00000	-17.64509
5965.00000	-19.69089
5970.00000	-22.19361
5975.00000	-24.35441
5980.00000	-26.12834
5985.00000	-27.57978
5990.00000	-28.77551
5995.00000	-29.76994
6000.00000	-30.58522
6005.00000	-31.24912
6010.00000	-31.81818
6015.00000	-32.28028
6020.00000	-32.54115
6025.00000	-32.91416
6030.00000	-33.10168
6035.00000	-33.22389
6040.00000	-33.25531
6045.00000	-33.23334
6050.00000	-33.09778
6055.00000	-32.90690
6060.00000	-32.63063
6065.00000	-32.27028
6070.00000	-31.82067
6075.00000	-31.27580
6080.00000	-30.59480
6085.00000	-29.77934
6090.00000	-28.79621
6095.00000	-27.60436
6100.00000	-26.15743
6105.00000	-24.39401
6110.00000	-22.25595
6115.00000	-19.81449
6120.00000	-17.78207
6125.00000	-18.21902
6130.00000	-20.42678
6135.00000	-22.81943
6140.00000	-24.84154
6145.00000	-26.52376
6150.00000	-27.91101
6155.00000	-29.04211
6160.00000	-29.95692
6165.00000	-30.75044
6170.00000	-31.41447
6175.00000	-31.79904
6180.00000	-32.43432
6185.00000	-32.71845
6190.00000	-32.99826
6195.00000	-33.17075
6200.00000	-33.29667
6205.00000	-33.30308
6210.00000	-33.24475
6215.00000	-33.18201
6220.00000	-32.97484
6225.00000	-32.03569
6230.00000	-32.15369
6235.00000	-31.83609
6240.00000	-31.27545
6245.00000	-30.56323
6250.00000	-29.70992
6255.00000	-28.68399
6260.00000	-27.45114
6265.00000	-25.94858
6270.00000	-24.13164
6275.00000	-21.93767
6280.00000	-19.54373
6285.00000	-17.98976
6290.00000	-18.89610
6295.00000	-21.19574
6300.00000	-23.52033
6305.00000	-25.47051
6310.00000	-27.07891
6315.00000	-28.40131
6320.00000	-29.50352
6325.00000	-30.41227
6330.00000	-31.17024
6335.00000	-31.81633
6340.00000	-32.34164
6345.00000	-32.76656
6350.00000	-33.09778
6355.00000	-33.34667
6360.00000	-33.50721
6365.00000	-33.52988
6370.00000	-33.58179
6375.00000	-33.52993
6380.00000	-33.36894
6385.00000	-33.14948
6390.00000	-32.81733
6395.00000	-32.46448
6400.00000	-31.95648
6405.00000	-31.32735
6410.00000	-30.60176
6415.00000	-29.70342
6420.00000	-28.62186
6425.00000	-27.30784
6430.00000	-25.75545
6435.00000	-23.83984
6440.00000	-21.57673
6445.00000	-19.32093
6450.00000	-18.43819
6455.00000	-19.89317
6460.00000	-22.25239
6465.00000	-24.45269
6470.00000	-20.35720
6475.00000	-27.44707
6480.00000	-26.86549
6485.00000	-29.98425
6490.00000	-30.92291
6495.00000	-31.70415
6500.00000	-25.04916
6505.00000	-31.03737
6510.00000	-33.18966
6515.00000	-33.46871
6520.00000	-33.72223
6525.00000	-33.84800
6530.00000	-33.91053
6535.00000	-33.90220
6540.00000	-33.80215
6545.00000	-33.57280
6550.00000	-33.40449
6555.00000	-33.04872
6560.00000	-32.60549
6565.00000	-32.05270
6570.00000	-31.41820
6575.00000	-30.61077
6580.00000	-29.66255
6585.00000	-28.51279
6590.00000	-27.11461
6595.00000	-25.31558
6600.00000	-23.36779
6605.00000	-21.06382
6610.00000	-19.23942
6615.00000	-19.45337
6620.00000	-21.49015
6625.00000	-23.81018
6630.00000	-25.83254
6635.00000	-27.32628
6640.00000	-28.78275
6645.00000	-30.03367
6650.00000	-30.95592
6655.00000	-31.80329
6660.00000	-32.50883
6665.00000	-32.99840
6670.00000	-33.46975
6675.00000	-33.81660
6680.00000	-34.16082
6685.00000	-34.34848
6690.00000	-34.47658
6695.00000	-34.44962
6700.00000	-34.46328
6705.00000	-34.33606
6710.00000	-34.13039
6715.00000	-33.42902
6720.00000	-33.49702
6725.00000	-33.05623
6730.00000	-32.34484
6735.00000	-31.68397
6740.00000	-30.95585
6745.00000	-29.96865
6750.00000	-28.76025
6755.00000	-27.29982
6760.00000	-25.55168
6765.00000	-23.46913
6770.00000	-21.23535
6775.00000	-19.77224
6780.00000	-20.47854
6785.00000	-22.63115
6790.00000	-24.88211
6795.00000	-26.72129
6800.00000	-28.35411
6805.00000	-29.72548
6810.00000	-30.82730
6815.00000	-31.75129
6820.00000	-32.52894
6825.00000	-33.15059
6830.00000	-33.69021
6835.00000	-34.02742
6840.00000	-34.43887
6845.00000	-34.71468
6850.00000	-34.89828
6855.00000	-34.98926
6860.00000	-34.97366
6865.00000	-34.92755
6870.00000	-34.80257
6875.00000	-34.64135
6880.00000	-34.39914
6885.00000	-33.98677
6890.00000	-33.56251
6895.00000	-32.95836
6900.00000	-32.21672
6905.00000	-31.33368
6910.00000	-30.26993
6915.00000	-29.00597
6920.00000	-27.46626
6925.00000	-25.61235
6930.00000	-23.43646
6935.00000	-21.24891
6940.00000	-20.25318
6945.00000	-21.36710
6950.00000	-23.70024
6955.00000	-25.83140
6960.00000	-26.64175
6965.00000	-20.18885
6970.00000	-30.47890
6975.00000	-31.53262
6980.00000	-27.60021
6985.00000	-32.61125
6990.00000	-33.34558
6995.00000	-34.35857
7000.00000	-34.74143
7005.00000	-35.10385
7010.00000	-35.35559
7015.00000	-35.48344
7020.00000	-35.55790
7025.00000	-35.46586
7030.00000	-35.45747
7035.00000	-35.30584
7040.00000	-35.07900
7045.00000	-34.73916
7050.00000	-34.34622
7055.00000	-33.77283
7060.00000	-33.15308
7065.00000	-32.35745
7070.00000	-31.47098
7075.00000	-30.37018
7080.00000	-29.03573
7085.00000	-27.41838
7090.00000	-25.47643
7095.00000	-23.27836
7100.00000	-21.35603
7105.00000	-21.11846
7110.00000	-22.84454
7115.00000	-25.11042
7120.00000	-27.16174
7125.00000	-28.88266
7130.00000	-30.30609
7135.00000	-31.50486
7140.00000	-32.50044
7145.00000	-33.33991
7150.00000	-34.02621
7155.00000	-34.40275
7160.00000	-35.06364
7165.00000	-35.44676
7170.00000	-35.72479
7175.00000	-35.95206
7180.00000	-36.04985
7185.00000	-35.60557
7190.00000	-28.31118
7195.00000	-36.01992
7200.00000	-35.79896
7205.00000	-35.56528
7210.00000	-35.23883
7215.00000	-34.81054
7220.00000	-34.22060
7225.00000	-33.59098
7230.00000	-32.67938
7235.00000	-31.84879
7240.00000	-30.69607
7245.00000	-29.32957
7250.00000	-27.67389
7255.00000	-25.69068
7260.00000	-16.69304
7265.00000	-21.74049
7270.00000	-21.82563
7275.00000	-23.66363
7280.00000	-25.86359
7285.00000	-27.85720
7290.00000	-29.49381
7295.00000	-30.88288
7300.00000	-32.05730
7305.00000	-23.57140
7310.00000	-33.82858
7315.00000	-33.78704
7320.00000	-34.84873
7325.00000	-35.52907
7330.00000	-35.90483
7335.00000	-36.13882
7340.00000	-36.36085
7345.00000	-36.47948
7350.00000	-36.53479
7355.00000	-36.49730
7360.00000	-36.34232
7365.00000	-36.13965
7370.00000	-35.86704
7375.00000	-35.58682
7380.00000	-35.17012
7385.00000	-34.64802
7390.00000	-33.97225
7395.00000	-32.87858
7400.00000	-32.22407
7405.00000	-31.08536
7410.00000	-29.69979
7415.00000	-28.04779
7420.00000	-26.07919
7425.00000	-23.92871
7430.00000	-22.30446
7435.00000	-22.49937
7440.00000	-24.33563
7445.00000	-26.52702
7450.00000	-28.49699
7455.00000	-30.15538
7460.00000	-31.52027
7465.00000	-32.65587
7470.00000	-33.60100
7475.00000	-34.39745
7480.00000	-35.05761
7485.00000	-35.60713
7490.00000	-36.06743
7495.00000	-36.40612
7500.00000	-36.67409
7505.00000	-36.86371
7510.00000	-36.86531
7515.00000	-37.04849
7520.00000	-36.99610
7525.00000	-36.87200
7530.00000	-36.70310
7535.00000	-36.43710
7540.00000	-36.07365
7545.00000	-35.61137
7550.00000	-35.09363
7555.00000	-34.31560
7560.00000	-33.68490
7565.00000	-32.80242
7570.00000	-31.72035
7575.00000	-30.37155
7580.00000	-28.71533
7585.00000	-26.75263
7590.00000	-24.59996
7595.00000	-22.93630
7600.00000	-23.02061
7605.00000	-24.76000
7610.00000	-26.88932
7615.00000	-28.81569
7620.00000	-30.43406
7625.00000	-31.78423
7630.00000	-32.88696
7635.00000	-33.76300
7640.00000	-34.63869
7645.00000	-35.29963
7650.00000	-35.82679
7655.00000	-36.23384
7660.00000	-36.56316
7665.00000	-36.76378
7670.00000	-37.03519
7675.00000	-36.56526
7680.00000	-36.97875
7685.00000	-37.00382
7690.00000	-37.06706
7695.00000	-36.92817
7700.00000	-36.54273
7705.00000	-36.38001
7710.00000	-35.78921
7715.00000	-35.41364
7720.00000	-34.69131
7725.00000	-33.90135
7730.00000	-32.74673
7735.00000	-31.74678
7740.00000	-30.36842
7745.00000	-28.73255
7750.00000	-26.77963
7755.00000	-24.69761
7760.00000	-23.20603
7765.00000	-23.49212
7770.00000	-25.27708
7775.00000	-27.36712
7780.00000	-29.24389
7785.00000	-30.84409
7790.00000	-32.16317
7795.00000	-33.21770
7800.00000	-33.84967
7805.00000	-33.73655
7810.00000	-32.88140
7815.00000	-36.08290
7820.00000	-36.17328
7825.00000	-37.06615
7830.00000	-37.28033
7835.00000	-37.43456
7840.00000	-36.60762
7845.00000	-37.52413
7850.00000	-37.48757
7855.00000	-37.16749
7860.00000	-37.18224
7865.00000	-36.87694
7870.00000	-36.59698
7875.00000	-36.14876
7880.00000	-35.51728
7885.00000	-34.93326
7890.00000	-34.14653
7895.00000	-33.16402
7900.00000	-31.98183
7905.00000	-30.64601
7910.00000	-29.00887
7915.00000	-27.11085
7920.00000	-25.09828
7925.00000	-23.68512
7930.00000	-23.96966
7935.00000	-25.69879
7940.00000	-27.74142
7945.00000	-29.58074
7950.00000	-31.12265
7955.00000	-32.44576
7960.00000	-32.37331
7965.00000	-34.42060
7970.00000	-35.14897
7975.00000	-35.81314
7980.00000	-36.27800
7985.00000	-36.73776
7990.00000	-37.06320
7995.00000	-37.13815
8000.00000	-37.38791
8005.00000	-37.53552
8010.00000	-37.51545
8015.00000	-37.51900
8020.00000	-35.83755
8025.00000	-37.21175
8030.00000	-36.88139
8035.00000	-36.59290
8040.00000	-36.18853
8045.00000	-35.63041
8050.00000	-34.60249
8055.00000	-34.34122
8060.00000	-33.42296
8065.00000	-32.31315
8070.00000	-30.97245
8075.00000	-29.34359
8080.00000	-27.46053
8085.00000	-25.49096
8090.00000	-24.12674
8095.00000	-24.39673
8100.00000	-26.04466
8105.00000	-28.01664
8110.00000	-29.82863
8115.00000	-31.36116
8120.00000	-32.64122
8125.00000	-33.65079
8130.00000	-34.55585
8135.00000	-35.35036
8140.00000	-35.94382
8145.00000	-36.47497
8150.00000	-36.85553
8155.00000	-37.13916
8160.00000	-37.37558
8165.00000	-37.52418
8170.00000	-37.64425
8175.00000	-37.70548
8180.00000	-37.53239
8185.00000	-37.59282
8190.00000	-37.40620
8195.00000	-37.13530
8200.00000	-36.71443
8205.00000	-36.34999
8210.00000	-35.79377
8215.00000	-35.16192
8220.00000	-34.27582
8225.00000	-32.19839
8230.00000	-31.79073
8235.00000	-30.82275
8240.00000	-29.32776
8245.00000	-27.56378
8250.00000	-25.64571
8255.00000	-24.29121
8260.00000	-24.44899
8265.00000	-25.95585
8270.00000	-27.90035
8275.00000	-29.67826
8280.00000	-31.18100
8285.00000	-32.38866
8290.00000	-33.55724
8295.00000	-34.47585
8300.00000	-35.19396
8305.00000	-35.82518
8310.00000	-36.21573
8315.00000	-36.69526
8320.00000	-37.05235
8325.00000	-37.24149
8330.00000	-37.41407
8335.00000	-37.27566
8340.00000	-37.55064
8345.00000	-37.36476
8350.00000	-37.18679
8355.00000	-36.93644
8360.00000	-36.82788
8365.00000	-36.50655
8370.00000	-36.06444
8375.00000	-35.55421
8380.00000	-34.91154
8385.00000	-34.09834
8390.00000	-33.12354
8395.00000	-32.00895
8400.00000	-30.66972
8405.00000	-29.07691
8410.00000	-27.13056
8415.00000	-25.53760
8420.00000	-24.50687
8425.00000	-24.93726
8430.00000	-26.51089
8435.00000	-28.34605
8440.00000	-30.02106
8445.00000	-30.84399
8450.00000	-32.66571
8455.00000	-33.46164
8460.00000	-34.47853
8465.00000	-35.25705
8470.00000	-35.73701
8475.00000	-36.26648
8480.00000	-36.66833
8485.00000	-35.79672
8490.00000	-36.54180
8495.00000	-37.29500
8500.00000	-37.40294
8505.00000	-36.53135
8510.00000	-37.41680
8515.00000	-37.29473
8520.00000	-37.09267
8525.00000	-36.56967
8530.00000	-36.07570
8535.00000	-35.91046
8540.00000	-35.39340
8545.00000	-34.71190
8550.00000	-33.88138
8555.00000	-32.83960
8560.00000	-31.73588
8565.00000	-30.55343
8570.00000	-28.92517
8575.00000	-27.11545
8580.00000	-25.43278
8585.00000	-24.60296
8590.00000	-25.23108
8595.00000	-26.80137
8600.00000	-28.55917
8605.00000	-30.15625
8610.00000	-31.53518
8615.00000	-32.69913
8620.00000	-33.70188
8625.00000	-34.47950
8630.00000	-35.02434
8635.00000	-35.78290
8640.00000	-36.08998
8645.00000	-36.51261
8650.00000	-36.92436
8655.00000	-37.12197
8660.00000	-36.42091
8665.00000	-37.31321
8670.00000	-37.36632
8675.00000	-37.28157
8680.00000	-37.18200
8685.00000	-37.04440
8690.00000	-35.76944
8695.00000	-36.29786
8700.00000	-35.85163
8705.00000	-35.17954
8710.00000	-34.31434
8715.00000	-33.48038
8720.00000	-32.43001
8725.00000	-31.21099
8730.00000	-29.77756
8735.00000	-28.14231
8740.00000	-26.41911
8745.00000	-25.05608
8750.00000	-24.73720
8755.00000	-25.70725
8760.00000	-27.32948
8765.00000	-27.74089
8770.00000	-30.52831
8775.00000	-31.82056
8780.00000	-32.91986
8785.00000	-33.82782
8790.00000	-34.59323
8795.00000	-35.25800
8800.00000	-35.82127
8805.00000	-36.28016
8810.00000	-36.68549
8815.00000	-37.00098
8820.00000	-37.15579
8825.00000	-37.22211
8830.00000	-37.28299
8835.00000	-37.23947
8840.00000	-37.02871
8845.00000	-36.81395
8850.00000	-36.53525
8855.00000	-36.15596
8860.00000	-34.44498
8865.00000	-35.10226
8870.00000	-34.20597
8875.00000	-33.63231
8880.00000	-32.64798
8885.00000	-30.82930
8890.00000	-30.14964
8895.00000	-28.68141
8900.00000	-27.03118
8905.00000	-25.51221
8910.00000	-24.72867
8915.00000	-25.19185
8920.00000	-26.57337
8925.00000	-27.74830
8930.00000	-29.78843
8935.00000	-31.18521
8940.00000	-32.36794
8945.00000	-33.41210
8950.00000	-34.39095
8955.00000	-34.93222
8960.00000	-35.73174
8965.00000	-31.27589
8970.00000	-36.48011
8975.00000	-36.76045
8980.00000	-36.88853
8985.00000	-37.03793
8990.00000	-36.97648
8995.00000	-37.03410
9000.00000	-35.81017
9005.00000	-36.67482
9010.00000	-36.14977
9015.00000	-34.49900
9020.00000	-35.69142
9025.00000	-35.18023
9030.00000	-34.44759
9035.00000	-33.76960
9040.00000	-32.85078
9045.00000	-30.87818
9050.00000	-30.48787
9055.00000	-29.05599
9060.00000	-27.52803
9065.00000	-26.00921
9070.00000	-25.00630
9075.00000	-25.09786
9080.00000	-26.21824
9085.00000	-27.78366
9090.00000	-29.33738
9095.00000	-30.71029
9100.00000	-31.90232
9105.00000	-32.80532
9110.00000	-33.76618
9115.00000	-34.50311
9120.00000	-35.10864
9125.00000	-35.57762
9130.00000	-35.98570
9135.00000	-36.30347
9140.00000	-36.41148
9145.00000	-36.54582
9150.00000	-36.72460
9155.00000	-36.72226
9160.00000	-36.63590
9165.00000	-36.48664
9170.00000	-36.22594
9175.00000	-35.92904
9180.00000	-35.50745
9185.00000	-35.00745
9190.00000	-34.25007
9195.00000	-33.64948
9200.00000	-32.67724
9205.00000	-31.73475
9210.00000	-30.48476
9215.00000	-29.12488
9220.00000	-27.61322
9225.00000	-26.13477
9230.00000	-25.12849
9235.00000	-25.11029
9240.00000	-26.11066
9245.00000	-27.57442
9250.00000	-29.07533
9255.00000	-30.45367
9260.00000	-31.64221
9265.00000	-32.67948
9270.00000	-33.55660
9275.00000	-34.28602
9280.00000	-34.88444
9285.00000	-35.31510
9290.00000	-35.84156
9295.00000	-36.06775
9300.00000	-36.30362
9305.00000	-36.21080
9310.00000	-36.62268
9315.00000	-36.63000
9320.00000	-36.50124
9325.00000	-36.37937
9330.00000	-36.12112
9335.00000	-35.84004
9340.00000	-35.38541
9345.00000	-34.90097
9350.00000	-34.27275
9355.00000	-33.49981
9360.00000	-32.59356
9365.00000	-31.50570
9370.00000	-30.32997
9375.00000	-28.96723
9380.00000	-27.52100
9385.00000	-26.18172
9390.00000	-25.35789
9395.00000	-25.49208
9400.00000	-26.53654
9405.00000	-27.96478
9410.00000	-29.42994
9415.00000	-30.75567
9420.00000	-31.92677
9425.00000	-32.87754
9430.00000	-33.78228
9435.00000	-34.48625
9440.00000	-35.10692
9445.00000	-35.61540
9450.00000	-36.00749
9455.00000	-36.31174
9460.00000	-36.52619
9465.00000	-36.57057
9470.00000	-36.71987
9475.00000	-36.72096
9480.00000	-36.61394
9485.00000	-36.42636
9490.00000	-36.14353
9495.00000	-35.77453
9500.00000	-35.31373
9505.00000	-34.72960
9510.00000	-34.06088
9515.00000	-33.29417
9520.00000	-32.40360
9525.00000	-31.33608
9530.00000	-30.14729
9535.00000	-28.79158
9540.00000	-27.39984
9545.00000	-26.23317
9550.00000	-25.76348
9555.00000	-26.25366
9560.00000	-27.43722
9565.00000	-28.85841
9570.00000	-30.23677
9575.00000	-31.48522
9580.00000	-32.56663
9585.00000	-33.49355
9590.00000	-34.28813
9595.00000	-34.83576
9600.00000	-35.43091
9605.00000	-35.96350
9610.00000	-36.32283
9615.00000	-36.58928
9620.00000	-36.76098
9625.00000	-36.85161
9630.00000	-36.82785
9635.00000	-36.31452
9640.00000	-36.68174
9645.00000	-36.45500
9650.00000	-36.14931
9655.00000	-35.74051
9660.00000	-35.14201
9665.00000	-34.48221
9670.00000	-33.95998
9675.00000	-33.09449
9680.00000	-32.09196
9685.00000	-30.88391
9690.00000	-29.61638
9695.00000	-28.24418
9700.00000	-27.05295
9705.00000	-26.46462
9710.00000	-26.81198
9715.00000	-27.91439
9720.00000	-29.31743
9725.00000	-30.67288
9730.00000	-31.95973
9735.00000	-33.07057
9740.00000	-33.98661
9745.00000	-34.62645
9750.00000	-35.40575
9755.00000	-36.06396
9760.00000	-36.49874
9765.00000	-36.77594
9770.00000	-37.11545
9775.00000	-37.23664
9780.00000	-37.32986
9785.00000	-37.38583
9790.00000	-37.40429
9795.00000	-37.24997
9800.00000	-37.13510
9805.00000	-36.85243
9810.00000	-36.42914
9815.00000	-36.02307
9820.00000	-35.49559
9825.00000	-34.79347
9830.00000	-33.97518
9835.00000	-33.00205
9840.00000	-31.84852
9845.00000	-30.58421
9850.00000	-29.22264
9855.00000	-28.01534
9860.00000	-27.33243
9865.00000	-27.60066
9870.00000	-28.62936
9875.00000	-30.02682
9880.00000	-31.43775
9885.00000	-32.68704
9890.00000	-33.84698
9895.00000	-34.81785
9900.00000	-35.66048
9905.00000	-36.36743
9910.00000	-36.91313
9915.00000	-37.43324
9920.00000	-37.62669
9925.00000	-38.06209
9930.00000	-38.31114
9935.00000	-38.41867
9940.00000	-38.42228
9945.00000	-38.23990
9950.00000	-38.34675
9955.00000	-38.13445
9960.00000	-37.87431
9965.00000	-37.52944
9970.00000	-37.06047
9975.00000	-36.43894
9980.00000	-35.78282
9985.00000	-34.93775
9990.00000	-33.97213
9995.00000	-32.81403
10000.00000	-31.51542
